Country,Region,Happiness Rank,Score,Standard Error,GDP,Family,Healthy life expectancy,Freedom,Trust Government Corruption,Generosity,Dystopia Residual,Year,Lower Confidence Interval,Upper Confidence Interval,Whisker.high,Whisker.low,Dystopia Residual,Social Support,Perceptions of corruption
Lithuania,0,50,5.952000000000001,0.0,1.197,0.0,0.716,0.35,0.0,0.026000000000000002,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.527,0.006
Slovenia,0,51,5.9479999999999995,0.0,1.219,0.0,0.856,0.633,0.0,0.16,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.506,0.051
Romania,0,52,5.945,0.0,1.1159999999999999,0.0,0.726,0.528,0.0,0.08800000000000001,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.219,0.001
Latvia,0,53,5.933,0.0,1.148,0.0,0.6709999999999999,0.363,0.0,0.092,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.454,0.066
Japan,0,54,5.915,0.0,1.294,0.0,0.988,0.5529999999999999,0.0,0.079,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.462,0.15
Mauritius,0,55,5.891,0.0,1.09,0.0,0.684,0.584,0.0,0.245,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.3869999999999998,0.05
Jamaica,0,56,5.89,0.0,0.8190000000000001,0.0,0.693,0.575,0.0,0.096,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.493,0.031
South Korea,0,57,5.875,0.0,1.266,0.0,0.955,0.244,0.0,0.175,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.204,0.051
Northern Cyprus,0,58,5.835,0.0,1.229,0.0,0.909,0.495,0.0,0.179,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.2109999999999999,0.154
Russia,0,59,5.81,0.0,1.151,0.0,0.599,0.39899999999999997,0.0,0.065,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.479,0.025
Kazakhstan,0,60,5.79,0.0,1.143,0.0,0.631,0.45399999999999996,0.0,0.14800000000000002,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.516,0.121
Cyprus,0,61,5.7620000000000005,0.0,1.229,0.0,0.909,0.423,0.0,0.20199999999999999,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.1909999999999998,0.035
Bolivia,0,62,5.752000000000001,0.0,0.7509999999999999,0.0,0.508,0.606,0.0,0.141,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.2229999999999999,0.054000000000000006
Estonia,0,63,5.739,0.0,1.2,0.0,0.737,0.5529999999999999,0.0,0.086,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.5319999999999998,0.174
Paraguay,0,64,5.681,0.0,0.835,0.0,0.615,0.541,0.0,0.162,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.5219999999999998,0.07400000000000001
Peru,0,65,5.662999999999999,0.0,0.934,0.0,0.674,0.53,0.0,0.092,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.249,0.034
Kosovo,0,66,5.662000000000001,0.0,0.855,0.0,0.578,0.44799999999999995,0.0,0.27399999999999997,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.23,0.023
Moldova,0,67,5.64,0.0,0.657,0.0,0.62,0.23199999999999998,0.0,0.171,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.301,0.0
Turkmenistan,0,68,5.636,0.0,1.016,0.0,0.517,0.41700000000000004,0.0,0.19899999999999998,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.5330000000000001,0.037000000000000005
Hungary,0,69,5.62,0.0,1.171,0.0,0.732,0.259,0.0,0.061,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.401,0.022000000000000002
Libya,0,70,5.566,0.0,0.985,0.0,0.5529999999999999,0.496,0.0,0.11599999999999999,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.35,0.14800000000000002
Philippines,0,71,5.524,0.0,0.775,0.0,0.513,0.643,0.0,0.12,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.3119999999999998,0.105
Honduras,0,72,5.504,0.0,0.62,0.0,0.622,0.45899999999999996,0.0,0.19699999999999998,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.205,0.07400000000000001
Belarus,0,73,5.483,0.0,1.0390000000000001,0.0,0.7,0.307,0.0,0.10099999999999999,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.4980000000000002,0.154
Turkey,0,74,5.483,0.0,1.148,0.0,0.6859999999999999,0.324,0.0,0.106,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.38,0.109
Pakistan,0,75,5.472,0.0,0.652,0.0,0.424,0.33399999999999996,0.0,0.21600000000000003,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.81,0.113
Hong Kong,0,76,5.43,0.0,1.405,0.0,1.03,0.524,0.0,0.24600000000000002,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.29,0.29100000000000004
Portugal,0,77,5.41,0.0,1.188,0.0,0.884,0.562,0.0,0.055,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.429,0.017
Serbia,0,78,5.398,0.0,0.975,0.0,0.685,0.28800000000000003,0.0,0.134,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.369,0.043
Greece,0,79,5.358,0.0,1.1540000000000001,0.0,0.879,0.131,0.0,0.0,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.202,0.044000000000000004
Lebanon,0,80,5.358,0.0,0.965,0.0,0.785,0.503,0.0,0.214,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.179,0.136
Montenegro,0,81,5.347,0.0,1.0170000000000001,0.0,0.7290000000000001,0.259,0.0,0.111,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.2790000000000001,0.081
Croatia,0,82,5.321000000000001,0.0,1.115,0.0,0.737,0.38,0.0,0.12,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.161,0.039
Dominican Republic,0,83,5.3020000000000005,0.0,0.982,0.0,0.614,0.578,0.0,0.12,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.4409999999999998,0.106
Algeria,0,84,5.295,0.0,0.9790000000000001,0.0,0.687,0.077,0.0,0.055,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.1540000000000001,0.135
Morocco,0,85,5.254,0.0,0.779,0.0,0.669,0.46,0.0,0.026000000000000002,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.797,0.07400000000000001
China,0,86,5.246,0.0,0.9890000000000001,0.0,0.799,0.597,0.0,0.028999999999999998,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.1420000000000001,0.10300000000000001
Azerbaijan,0,87,5.2010000000000005,0.0,1.024,0.0,0.603,0.43,0.0,0.031,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.161,0.17600000000000002
Tajikistan,0,88,5.199,0.0,0.474,0.0,0.598,0.292,0.0,0.187,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.166,0.034
Macedonia,0,89,5.185,0.0,0.9590000000000001,0.0,0.691,0.39399999999999996,0.0,0.17300000000000001,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.239,0.052000000000000005
Jordan,0,90,5.1610000000000005,0.0,0.8220000000000001,0.0,0.645,0.46799999999999997,0.0,0.13,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.265,0.134
Nigeria,0,91,5.155,0.0,0.6890000000000001,0.0,0.048,0.462,0.0,0.201,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.172,0.032
Kyrgyzstan,0,92,5.131,0.0,0.53,0.0,0.594,0.54,0.0,0.281,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.416,0.035
Bosnia and Herzegovina,0,93,5.129,0.0,0.915,0.0,0.758,0.28,0.0,0.21600000000000003,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.078,0.0
Mongolia,0,94,5.125,0.0,0.914,0.0,0.575,0.395,0.0,0.253,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.517,0.032
Vietnam,0,95,5.103,0.0,0.715,0.0,0.7020000000000001,0.618,0.0,0.177,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.365,0.079
Indonesia,0,96,5.093,0.0,0.899,0.0,0.522,0.5379999999999999,0.0,0.484,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.215,0.018000000000000002
Bhutan,0,97,5.082,0.0,0.7959999999999999,0.0,0.527,0.541,0.0,0.364,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.335,0.171
Somalia,0,98,4.982,0.0,0.0,0.0,0.115,0.674,0.0,0.23800000000000002,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.7120000000000001,0.282
Cameroon,0,99,4.975,0.0,0.535,0.0,0.182,0.45399999999999996,0.0,0.183,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.8909999999999999,0.043
Bulgaria,0,100,4.933,0.0,1.054,0.0,0.7120000000000001,0.359,0.0,0.064,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.515,0.009000000000000001
Nepal,0,101,4.88,0.0,0.425,0.0,0.539,0.526,0.0,0.302,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.228,0.078
Venezuela,0,102,4.806,0.0,0.996,0.0,0.657,0.133,0.0,0.055999999999999994,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.469,0.052000000000000005
Gabon,0,103,4.758,0.0,1.036,0.0,0.40399999999999997,0.35600000000000004,0.0,0.032,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.1640000000000001,0.052000000000000005
Palestinian Territories,0,104,4.743,0.0,0.642,0.0,0.602,0.266,0.0,0.086,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.217,0.076
South Africa,0,105,4.724,0.0,0.94,0.0,0.33,0.516,0.0,0.10300000000000001,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.41,0.055999999999999994
Iran,0,106,4.707,0.0,1.0590000000000002,0.0,0.691,0.45899999999999996,0.0,0.282,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.7709999999999999,0.129
Ivory Coast,0,107,4.671,0.0,0.541,0.0,0.08,0.467,0.0,0.146,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.872,0.10300000000000001
Ghana,0,108,4.657,0.0,0.5920000000000001,0.0,0.337,0.499,0.0,0.212,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.8959999999999999,0.028999999999999998
Senegal,0,109,4.631,0.0,0.429,0.0,0.433,0.406,0.0,0.138,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.117,0.08199999999999999
Laos,0,110,4.623,0.0,0.72,0.0,0.441,0.626,0.0,0.23,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.034,0.174
Tunisia,0,111,4.592,0.0,0.9,0.0,0.69,0.271,0.0,0.04,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.9059999999999999,0.063
Albania,0,112,4.586,0.0,0.9159999999999999,0.0,0.79,0.419,0.0,0.149,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.8170000000000001,0.032
Sierra Leone,0,113,4.571000000000001,0.0,0.256,0.0,0.0,0.355,0.0,0.23800000000000002,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.813,0.053
Congo (Brazzaville),0,114,4.559,0.0,0.682,0.0,0.34299999999999997,0.514,0.0,0.091,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.8109999999999999,0.077
Bangladesh,0,115,4.5,0.0,0.532,0.0,0.579,0.58,0.0,0.153,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.85,0.14400000000000002
Sri Lanka,0,116,4.471,0.0,0.9179999999999999,0.0,0.672,0.585,0.0,0.307,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.314,0.05
Iraq,0,117,4.456,0.0,1.01,0.0,0.536,0.304,0.0,0.14800000000000002,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.971,0.095
Mali,0,118,4.447,0.0,0.37,0.0,0.152,0.36700000000000005,0.0,0.139,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.2329999999999999,0.055999999999999994
Namibia,0,119,4.441,0.0,0.8740000000000001,0.0,0.365,0.519,0.0,0.051,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.281,0.064
Cambodia,0,120,4.433,0.0,0.5489999999999999,0.0,0.457,0.696,0.0,0.256,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.088,0.065
Burkina Faso,0,121,4.4239999999999995,0.0,0.314,0.0,0.254,0.312,0.0,0.175,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.097,0.128
Egypt,0,122,4.419,0.0,0.885,0.0,0.5529999999999999,0.312,0.0,0.092,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.025,0.107
Mozambique,0,123,4.417,0.0,0.198,0.0,0.17300000000000001,0.531,0.0,0.20600000000000002,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.902,0.158
Kenya,0,124,4.41,0.0,0.493,0.0,0.45399999999999996,0.504,0.0,0.35200000000000004,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.048,0.055
Zambia,0,125,4.377,0.0,0.562,0.0,0.295,0.503,0.0,0.221,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.047,0.08199999999999999
Mauritania,0,126,4.356,0.0,0.557,0.0,0.292,0.129,0.0,0.134,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.245,0.09300000000000001
Ethiopia,0,127,4.35,0.0,0.308,0.0,0.391,0.452,0.0,0.22,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.95,0.146
Georgia,0,128,4.34,0.0,0.853,0.0,0.643,0.375,0.0,0.038,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.5920000000000001,0.215
Armenia,0,129,4.321000000000001,0.0,0.816,0.0,0.6659999999999999,0.26,0.0,0.077,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.99,0.027999999999999997
Myanmar,0,130,4.308,0.0,0.682,0.0,0.429,0.58,0.0,0.598,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.1740000000000002,0.17800000000000002
Chad,0,131,4.301,0.0,0.358,0.0,0.053,0.18899999999999997,0.0,0.18100000000000002,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.907,0.06
Congo (Kinshasa),0,132,4.245,0.0,0.069,0.0,0.204,0.312,0.0,0.19699999999999998,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.136,0.052000000000000005
India,0,133,4.19,0.0,0.721,0.0,0.485,0.539,0.0,0.172,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.747,0.09300000000000001
Niger,0,134,4.166,0.0,0.131,0.0,0.221,0.39,0.0,0.175,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.867,0.099
Uganda,0,135,4.1610000000000005,0.0,0.322,0.0,0.237,0.45,0.0,0.259,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.09,0.061
Benin,0,136,4.141,0.0,0.37799999999999995,0.0,0.24,0.44,0.0,0.163,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.37200000000000005,0.067
Sudan,0,137,4.138999999999999,0.0,0.605,0.0,0.312,0.016,0.0,0.134,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.24,0.08199999999999999
Ukraine,0,138,4.103,0.0,0.7929999999999999,0.0,0.609,0.163,0.0,0.187,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.413,0.011000000000000001
Togo,0,139,3.9989999999999997,0.0,0.259,0.0,0.253,0.434,0.0,0.158,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.474,0.10099999999999999
Guinea,0,140,3.964,0.0,0.344,0.0,0.21100000000000002,0.39399999999999996,0.0,0.185,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.792,0.094
Lesotho,0,141,3.8080000000000003,0.0,0.47200000000000003,0.0,0.079,0.423,0.0,0.11599999999999999,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.215,0.11199999999999999
Angola,0,142,3.795,0.0,0.73,0.0,0.26899999999999996,0.0,0.0,0.079,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.125,0.061
Madagascar,0,143,3.7739999999999996,0.0,0.262,0.0,0.402,0.221,0.0,0.155,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.9079999999999999,0.049
Zimbabwe,0,144,3.6919999999999997,0.0,0.35700000000000004,0.0,0.248,0.406,0.0,0.132,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.094,0.099
Afghanistan,0,145,3.6319999999999997,0.0,0.332,0.0,0.255,0.085,0.0,0.191,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.537,0.036000000000000004
Botswana,0,146,3.59,0.0,1.0170000000000001,0.0,0.41700000000000004,0.557,0.0,0.042,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.1740000000000002,0.092
Malawi,0,147,3.5869999999999997,0.0,0.18600000000000003,0.0,0.306,0.531,0.0,0.21,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.541,0.08
Haiti,0,148,3.582,0.0,0.315,0.0,0.289,0.025,0.0,0.392,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.7140000000000001,0.10400000000000001
Liberia,0,149,3.495,0.0,0.076,0.0,0.267,0.419,0.0,0.20600000000000002,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.858,0.03
Syria,0,150,3.4619999999999997,0.0,0.6890000000000001,0.0,0.539,0.08800000000000001,0.0,0.376,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.382,0.14400000000000002
Rwanda,0,151,3.408,0.0,0.332,0.0,0.4,0.636,0.0,0.2,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.8959999999999999,0.444
Yemen,0,152,3.355,0.0,0.442,0.0,0.34299999999999997,0.244,0.0,0.083,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.073,0.064
Tanzania,0,153,3.303,0.0,0.455,0.0,0.381,0.48100000000000004,0.0,0.27,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.991,0.09699999999999999
South Sudan,0,154,3.2539999999999996,0.0,0.337,0.0,0.177,0.11199999999999999,0.0,0.22399999999999998,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.608,0.106
Central African Republic,0,155,3.083,0.0,0.024,0.0,0.01,0.305,0.0,0.218,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.038
Burundi,0,156,2.905,0.0,0.091,0.0,0.145,0.065,0.0,0.149,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.627,0.076
Finland,0,1,7.769,0.0,1.34,0.0,0.986,0.596,0.0,0.153,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.587,0.39299999999999996
Denmark,0,2,7.6,0.0,1.383,0.0,0.996,0.5920000000000001,0.0,0.252,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.5730000000000002,0.41
Norway,0,3,7.553999999999999,0.0,1.4880000000000002,0.0,1.028,0.603,0.0,0.271,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.5819999999999999,0.341
Iceland,0,4,7.494,0.0,1.38,0.0,1.026,0.591,0.0,0.354,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.624,0.11800000000000001
Netherlands,0,5,7.4879999999999995,0.0,1.396,0.0,0.9990000000000001,0.557,0.0,0.322,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.5219999999999998,0.298
Switzerland,0,6,7.48,0.0,1.452,0.0,1.052,0.5720000000000001,0.0,0.263,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.526,0.34299999999999997
Sweden,0,7,7.343,0.0,1.3869999999999998,0.0,1.0090000000000001,0.574,0.0,0.267,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.4869999999999999,0.373
New Zealand,0,8,7.307,0.0,1.3030000000000002,0.0,1.026,0.585,0.0,0.33,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.557,0.38
Canada,0,9,7.278,0.0,1.365,0.0,1.0390000000000001,0.584,0.0,0.285,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.505,0.308
Austria,0,10,7.246,0.0,1.376,0.0,1.016,0.532,0.0,0.244,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.475,0.226
Australia,0,11,7.228,0.0,1.3719999999999999,0.0,1.036,0.557,0.0,0.332,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.548,0.29
Costa Rica,0,12,7.167000000000001,0.0,1.034,0.0,0.963,0.5579999999999999,0.0,0.14400000000000002,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.4409999999999998,0.09300000000000001
Israel,0,13,7.138999999999999,0.0,1.276,0.0,1.0290000000000001,0.371,0.0,0.261,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.455,0.08199999999999999
Luxembourg,0,14,7.09,0.0,1.609,0.0,1.012,0.526,0.0,0.19399999999999998,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.479,0.316
United Kingdom,0,15,7.053999999999999,0.0,1.3330000000000002,0.0,0.996,0.45,0.0,0.348,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.538,0.278
Ireland,0,16,7.021,0.0,1.499,0.0,0.9990000000000001,0.516,0.0,0.298,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.5530000000000002,0.31
Germany,0,17,6.985,0.0,1.3730000000000002,0.0,0.987,0.495,0.0,0.261,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.454,0.265
Belgium,0,18,6.922999999999999,0.0,1.3559999999999999,0.0,0.986,0.473,0.0,0.16,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.504,0.21
United States,0,19,6.892,0.0,1.433,0.0,0.8740000000000001,0.45399999999999996,0.0,0.28,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.4569999999999999,0.128
Czech Republic,0,20,6.852,0.0,1.2690000000000001,0.0,0.92,0.457,0.0,0.046,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.4869999999999999,0.036000000000000004
United Arab Emirates,0,21,6.825,0.0,1.5030000000000001,0.0,0.825,0.598,0.0,0.262,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.31,0.182
Malta,0,22,6.726,0.0,1.3,0.0,0.9990000000000001,0.564,0.0,0.375,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.52,0.151
Mexico,0,23,6.595,0.0,1.07,0.0,0.861,0.433,0.0,0.07400000000000001,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.3230000000000002,0.073
France,0,24,6.5920000000000005,0.0,1.324,0.0,1.045,0.436,0.0,0.111,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.472,0.183
Taiwan,0,25,6.446000000000001,0.0,1.368,0.0,0.914,0.35100000000000003,0.0,0.242,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.43,0.09699999999999999
Chile,0,26,6.444,0.0,1.159,0.0,0.92,0.35700000000000004,0.0,0.187,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.369,0.055999999999999994
Guatemala,0,27,6.436,0.0,0.8,0.0,0.746,0.535,0.0,0.175,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.2690000000000001,0.078
Saudi Arabia,0,28,6.375,0.0,1.403,0.0,0.795,0.439,0.0,0.08,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.357,0.132
Qatar,0,29,6.374,0.0,1.6840000000000002,0.0,0.871,0.555,0.0,0.22,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.3130000000000002,0.16699999999999998
Spain,0,30,6.354,0.0,1.286,0.0,1.062,0.36200000000000004,0.0,0.153,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.484,0.079
Panama,0,31,6.321000000000001,0.0,1.149,0.0,0.91,0.516,0.0,0.109,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.442,0.054000000000000006
Brazil,0,32,6.3,0.0,1.004,0.0,0.802,0.39,0.0,0.099,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.439,0.086
Uruguay,0,33,6.292999999999999,0.0,1.124,0.0,0.8909999999999999,0.523,0.0,0.127,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.465,0.15
Singapore,0,34,6.2620000000000005,0.0,1.5719999999999998,0.0,1.141,0.556,0.0,0.271,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.463,0.45299999999999996
El Salvador,0,35,6.252999999999999,0.0,0.794,0.0,0.789,0.43,0.0,0.09300000000000001,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.242,0.07400000000000001
Italy,0,36,6.223,0.0,1.294,0.0,1.0390000000000001,0.231,0.0,0.158,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.4880000000000002,0.03
Bahrain,0,37,6.199,0.0,1.3619999999999999,0.0,0.871,0.536,0.0,0.255,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.368,0.11
Slovakia,0,38,6.1979999999999995,0.0,1.246,0.0,0.8809999999999999,0.33399999999999996,0.0,0.121,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.504,0.013999999999999999
Trinidad & Tobago,0,39,6.192,0.0,1.2309999999999999,0.0,0.713,0.489,0.0,0.185,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.4769999999999999,0.016
Poland,0,40,6.182,0.0,1.206,0.0,0.884,0.483,0.0,0.11699999999999999,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.4380000000000002,0.05
Uzbekistan,0,41,6.1739999999999995,0.0,0.745,0.0,0.7559999999999999,0.631,0.0,0.322,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.5290000000000001,0.24
Lithuania,0,42,6.149,0.0,1.238,0.0,0.818,0.29100000000000004,0.0,0.043,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.515,0.042
Colombia,0,43,6.125,0.0,0.985,0.0,0.841,0.47,0.0,0.099,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.41,0.034
Slovenia,0,44,6.117999999999999,0.0,1.258,0.0,0.953,0.564,0.0,0.14400000000000002,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.5230000000000001,0.057
Nicaragua,0,45,6.105,0.0,0.6940000000000001,0.0,0.835,0.435,0.0,0.2,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.325,0.127
Kosovo,0,46,6.1,0.0,0.882,0.0,0.758,0.489,0.0,0.262,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.232,0.006
Argentina,0,47,6.086,0.0,1.092,0.0,0.8809999999999999,0.47100000000000003,0.0,0.066,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.432,0.05
Romania,0,48,6.07,0.0,1.162,0.0,0.825,0.462,0.0,0.083,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.232,0.005
Cyprus,0,49,6.046,0.0,1.263,0.0,1.042,0.406,0.0,0.19,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.2229999999999999,0.040999999999999995
Ecuador,0,50,6.028,0.0,0.912,0.0,0.868,0.498,0.0,0.126,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.3119999999999998,0.087
Kuwait,0,51,6.021,0.0,1.5,0.0,0.8079999999999999,0.493,0.0,0.142,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.319,0.09699999999999999
Thailand,0,52,6.007999999999999,0.0,1.05,0.0,0.828,0.557,0.0,0.359,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.409,0.027999999999999997
Latvia,0,53,5.94,0.0,1.187,0.0,0.812,0.264,0.0,0.075,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.465,0.064
South Korea,0,54,5.895,0.0,1.301,0.0,1.036,0.159,0.0,0.175,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.219,0.055999999999999994
Estonia,0,55,5.893,0.0,1.237,0.0,0.8740000000000001,0.495,0.0,0.10300000000000001,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.528,0.161
Jamaica,0,56,5.89,0.0,0.831,0.0,0.831,0.49,0.0,0.107,0.0,2019,0.0,0.0,0.0,0.0,0.0,1.4780000000000002,0.027999999999999997
